産業革新投資機構 田中社長ら９人の取締役 辞任の意向表明,2018年12月10日,「産業革新投資機構」の田中正明社長は記者会見し、社長を含む９人の取締役が辞任する意向を表明するとともに経済産業省の対応を厳しく非難しました。産業革新投資機構の田中社長は午後１時から都内で記者会見し、みずからと、取締役会議長で「コマツ」の坂根正弘相談役ら、民間から就任した合わせて９人の取締役が辞任する意向であることを明らかにしました。田中社長は辞任の理由について、「わたしたちはわが国の産業金融を強化するために集まった。しかし、経産省の姿勢の変化で私どもが共感した目的を達成することが実務的に困難になった」と述べました。田中社長は役員報酬が高額だとして、経済産業省が機構側といったん合意した内容を撤回したことについて「私たちは誰一人、お金のためにやっていない。国の将来のためにわれわれが身につけた金融や投資の知見を差し出した。仮に当初、提示された金額が１円だったとしても引き受けた」と述べました。そのうえで田中社長は「『日本国政府の高官が書面で約束した契約を後日、一方的に破棄し、さらに取締役会の議決を恣意的（しいてき）に無視する』という行為は日本が法治国家でないことを示している」と述べて、経済産業省の対応を厳しく非難しました。また、自身の責任について、「私の責任は大変感じている。取締役は皆、大変な仕事をしている中で、それを辞めて、志のもとに集まっていただいた。そうしたことを主導した責任は重い。残務処理をしっかりしたうえで去って行く」と述べました。「産業革新投資機構」は、第１号の案件として、最先端のバイオ医薬品などを開発するベンチャー企業に投資するファンドをアメリカで設立することを決めていましたが、これについて、田中社長は「このファンドは清算する」と述べました。田中社長らとともに辞任する産業革新投資機構の坂根正弘取締役会議長は、辞任の理由について、「信頼関係が修復困難な状況の中で、今後、取締役会議長としてガバナンスを遂行することに確信がもてなくなった」とするコメントを発表しました。また、アメリカでの設立を決めた第１号ファンドが清算される見通しになったことを挙げて、「人材確保と意思決定スピードが勝負を決める米国社会で成功を期待することは難しく、私が失望したのは、この点にある」としています。ことし９月に発足した産業革新投資機構は２兆円規模の資金を持ちベンチャー企業の育成などが期待されていましたが、役員報酬などをめぐって経済産業省との関係が悪化し、発足からわずか２か月半で経営陣のほとんどが辞任を表明する異例の展開となりました。
顧客のクレジットカード情報2000件余流出 一部不正使用か,2018年12月10日,京都市の企業が運営する通販サイトが不正アクセスを受けて顧客のクレジットカード2000件余りの情報が流出したおそれがあり、一部は不正使用されていることがわかりました。情報流出が明らかになったのは、人気ゲームのキャラクターグッズなどの通販サイトを運営する京都市下京区の「エディットモード」です。会社側の説明によりますと、ことし３月以降、何者かがサイトに不正なプログラムを仕込み、決済の際に顧客が入力したクレジットカード番号などの情報を外部に送信していたおそれがあるということです。ことし７月に、カード会社から指摘を受けて発覚するまでの間に、このサイトで顧客が入力したカードの情報は2169件に上っていて、流出後にカードが不正使用されたケースもあるということです。ことし１月にサイトを更新した際、不正アクセスへの対策が十分でなかったということで、会社は警察に被害届を出すとともに顧客に謝罪しました。また、問題の通販サイトはすでに閉鎖して別のサイトで業務を行っているということです。エディットモードは「事態の調査のため公表まで時間がかかったことをおわびします。事態を厳粛に受け止め再発防止を図ってまいります」とコメントしています。
ソフトバンク戦力外の寺原 ヤクルトと契約「必ず恩返し」,2018年12月10日,プロ野球ソフトバンクを戦力外となった17年目のベテラン、寺原隼人投手がヤクルトと契約を結び、「野球をやらせてもらえるチャンスをいただいたので、必ず恩返しをしないといけない」と意気込みを話しました。35歳の寺原投手は宮崎 日南学園での高校時代、甲子園で当時最速となる154キロをマークして注目を集めました。平成13年のドラフト１巡目でソフトバンクの前身のダイエーに入団したあと、横浜、今のＤｅＮＡからオリックス、そしてソフトバンクに戻り、これまでにプロ17年間で通算71勝を挙げています。今シーズンは中継ぎで21試合に登板しましたが、若返りを目指すソフトバンクの戦力構想から外れていました。寺原投手は投手陣の強化を図りたいヤクルトと交渉を進め、10日、契約を結びました。年俸は推定で2200万円、背番号は「35」に決まりました。寺原投手は「もう１回、野球をやらせてもらえるチャンスをいただいたので、必ず恩返しないといけない」と意気込みを話しました。そのうえで、４球団目となるヤクルトでのプレーについて、「先発でも中継ぎでも任されたところで頑張りたい。いろんなチームでいろんな経験をしているので、それをフル活用したい。結果を出してチームに貢献することしか頭にない」と話していました。
ゴーン前会長らを起訴 東京地検特捜部,2018年12月10日,日産自動車の、カルロス・ゴーン前会長について東京地検特捜部は有価証券報告書にみずからの報酬を50億円余り少なく記載していたとして金融商品取引法違反の罪で起訴し法人としての日産も合わせて起訴しました。また特捜部は昨年度までの直近の３年間でもみずからの報酬を少なく記載していた疑いでゴーン前会長らを再逮捕するものとみられます。起訴されたのは日産自動車の会長だったカルロス・ゴーン被告（64）と代表取締役だったグレッグ・ケリー被告（62）、それに法人としての日産自動車です。東京地検特捜部によりますとゴーン前会長らは平成26年度までの５年間、有価証券報告書にみずからの報酬を50億円余り少なく記載していたとして金融商品取引法違反の罪に問われています。関係者によりますとゴーン前会長は高額の報酬への批判を避けるため実際の報酬との差額を退任後に受け取ることにし、実際の報酬額が記されたとみられる一部の文書にはゴーン前会長がみずからサインしていたということです。退任後の報酬に関する別の文書には西川廣人社長のサインもあったということで、特捜部は長年にわたる巨額のうその記載を許した責任は重いと判断し法人としての日産も起訴しました。また特捜部はゴーン前会長が昨年度までの直近の３年間でもみずからの報酬を少なく記載していた疑いがあるとして、10日、ゴーン前会長とケリー前代表取締役を再逮捕するものとみられます。関係者によりますとゴーン前会長とケリー前代表取締役は「退任後の報酬は正式には決まっていなかった」などと供述し、いずれも容疑を否認しているということです。
ＯＥＣＤ「移民の技能 積極的に活用を」,2018年12月10日,移民への対応が世界的に課題となる中、ＯＥＣＤ＝経済協力開発機構などは報告書で、「自身の技能に見合った職に就けていない移民が多く、社会への統合が阻まれている」として、移民の持つ技能を積極的に活用することが必要だと指摘しました。ＯＥＣＤとＥＵ＝ヨーロッパ連合は、移民への対応を話し合う国際会議がモロッコで始まるのを前に、９日、加盟国の移民をめぐる現状についてまとめた報告書を共同で発表しました。報告書では、大学卒業程度の教育を受けた移民の割合が加盟各国で増えている一方で、こうした移民のうち「45％にあたるおよそ2000万人は、自身の技能に見合った職に就けていなかったり失業していたりして、相対的な貧困が広がっている」と指摘しています。また、人種や国籍を理由にした差別もあるとして、「移民の持つ潜在能力が生かされず、経済成長や社会への統合が阻まれている」としています。ＯＥＣＤで雇用問題を担当するスカルペッタ氏は９日、「移民を受け入れる国は、移民が祖国で積んだ経験や資格を認めることが重要だ」と述べて、移民の持つ技能を積極的に活用するよう各国に呼びかけました。
「スワンボート」でタイムを競う 埼玉 毛呂山町,2018年12月10日,白鳥の形をした小型のボート「スワンボート」でタイムを競うユニークなレースが埼玉県毛呂山町で開かれました。このレースは桜や紅葉の名所として知られる毛呂山町の観光スポット、鎌北湖をＰＲしようと町の観光協会が初めて開き、地元の中学生や都内の自転車愛好家などおよそ50人が参加しました。レースは男性のみのペア、女性のみのペア、男女のペアの３つの部門に分かれて行われ、100メートル地点で折り返してスタート地点に戻ってくるコースでタイムを競いました。参加した人たちは息を合わせながら力いっぱいにペダルをこいでいましたが、折り返し地点ではかじを取るのが難しく、大きく外側に膨らんでしまい立往生するペアの姿も見られました。また、ゴール間際では熱戦を繰り広げる場面が見られ、湖畔からは地元の人などが盛んに声援を送るなどして楽しんでいました。参加した40代の男性は「自慢の脚力を発揮してゴールしたいと思っていましたが、空回りしてしまいました。それでも楽しかったです」と話していました。毛呂山町観光協会の瀧澤時夫会長は「こうした催しを通して多くの人たちに毛呂山町のいいところを知ってもらい、足を運んでもらいたいです」と話していました。
ケーキに歌に サンタと列車の旅で一足早いクリスマス 石川,2018年12月10日,石川県の能登半島を走る「のと鉄道」で、サンタクロースが乗り込んだ特別列車が運行され、幼稚園児が一足早くクリスマス気分を味わいました。
立民 枝野代表「麻生氏発言は立法府への冒とく」,2018年12月10日,先週の参議院本会議での自民党議員による野党議員への言動を、麻生副総理兼財務大臣が「はめられた話だ」などと述べたことについて、立憲民主党の枝野代表は「立法府への冒とくだ」と批判しました。先週７日の参議院本会議で自民党の麻生派の議員が野党議員にとった言動について、麻生副総理兼財務大臣は９日、北九州市で、「あれで『暴力』と言われたら、とてもじゃない。はめられた話だ」などと述べました。この発言について、立憲民主党の枝野代表は「与党側が、事実関係を認め、おわびして、決着がついたはずだったのに、行政府による立法府に対する冒とくだ」と批判しました。そのうえで、「事実関係を確認するが、立法府に対する暴言と言わざるをえない」と述べ、参議院として、麻生副総理に厳しく対処すべきだという考えを示しました。
「給食甲子園」しまがつおの唐揚げや流鏑馬汁で福島が準優勝,2018年12月10日,全国の栄養士たちが独自に考案した給食の味などを競う「全国学校給食甲子園」で、北海道・東北ブロックの代表として参加した福島県いわき市の栄養士たちが準優勝しました。
「中小企業の資金繰りで支援を」財務相 金融機関に要請,2018年12月10日,深刻な人手不足や相次ぐ自然災害などで中小企業の経営環境が厳しさを増していることから、麻生副総理兼金融担当大臣は金融機関の代表に対し、中小企業の資金繰りを積極的に支援するよう要請しました。政府は、企業の資金需要が増す年末を前に、毎年、金融機関の代表と意見交換を行っていて、10日は麻生副総理兼金融担当大臣と、全国の銀行や信用金庫の代表が出席しました。この中で、麻生副総理兼金融担当大臣は「年末は特に運転資金が重要になるので、中小企業から相談があれば親身に対応してもらいたい。事業内容や将来性を見て融資の判断を行ってほしい」と求めました。これに対し、全国銀行協会の藤原弘治会長が「日本経済の基盤である中小企業の資金需要をしっかり支えていきたい」と述べたほか、第二地方銀行協会の熊谷俊行会長は「ことしは自然災害が相次いだこともあり、中小企業の資金繰りに支障が生じないよう対応していきたい」と述べました。10日の会合では、人手不足や自然災害に加え、アメリカと中国の貿易摩擦の影響が国内の中小企業に及ぶことへの懸念の声も出ていました。
日経平均株価 一時500円超値下がり 米中関係悪化懸念で全面安,2018年12月10日,週明けの10日の東京株式市場、日経平均株価は米中関係が悪化することを懸念する見方から全面安となり、一時500円を超える値下がりになりました。日経平均株価、10日の終値は先週末より、459円18銭安い２万1219円50銭、東証株価指数＝トピックスは、30.64下がって1589.81、１日の出来高は13億8309万株でした。市場関係者は「中国の通信機器大手ファーウェイの幹部がアメリカの要請によって、カナダで逮捕された事件を受け、中国外務省が９日、北京駐在のアメリカ大使に抗議したことなどで、米中の関係悪化への懸念が改めて高まっている。また、けさ発表されたことし７月から９月のＧＤＰの改定値が速報値から下方修正されたことも重なり、全面安となった」と話しています。
”街角景気” が改善 高めの気温や増税前の駆け込み需要寄与か,2018年12月10日,働く人たちに景気の実感を尋ねる先月の景気ウォッチャー調査は、景気の現状を示す指数、先行きを示す指数ともに改善しました。内閣府は、スーパーの店員やタクシーの運転手など働く人たち2000人余りに毎月、景気の実感を尋ねて指数にし、景気ウォッチャー調査として公表しています。先月の調査では、景気の現状を示す指数が51.0となり、前の月を1.5ポイント上回り、２か月連続の改善となりました。これは、住宅関連の業界から「来年10月の消費税率の引き上げを意識した駆け込み需要の動きがみられる」とか、小売店から「東日本を中心に気温が高めで天候が穏やかだったこともあり客足がよかった」などというコメントが寄せられたためです。また、景気の先行きを示す指数も52.2と、前の月を1.6ポイント上回り、３か月ぶりに改善しました。これはデパートから「ボーナスが前年を上回ったということで商戦に期待したい」とか旅行代理店から「長期の休暇になる来年の大型連休向けの問い合わせが増えている」という声が寄せられたためです。内閣府は「北海道地震など災害の影響が軽減されたことに加え、ガソリン価格なども比較的落ち着いていて、全体的に前向きな受け止めとなっている」として基調判断を「緩やかに回復している」に上方修正しました。
旧優生保護法の不妊手術問題 障害者家族らの団体が救済支援へ,2018年12月10日,旧優生保護法のもとで障害などを理由に不妊手術が行われていた問題で、障害者の家族などで作る団体が相談窓口を設けて救済支援を行っていくことになりました。これは、知的障害者の家族などで作る団体「全国手をつなぐ育成会連合会」が10日、都内で会見をして明らかにしました。旧優生保護法をめぐっては、障害などを理由に本人が同意したケースも含めて、およそ２万5000人が不妊手術を受けさせられたとされ、与党や超党派のグループが救済に向けた検討を進めています。これに合わせて、団体では全国の都道府県と８つの政令市にある支部に相談窓口を設けて、救済支援を行っていくことになりました。電話などで、当事者や家族などの相談を受け付けているということで、弁護士会などとも連携して救済に向けた対応にあたることにしています。一方、団体が過去に発行していた機関誌の記事を検証したところ、およそ60年前の記事などで不妊手術を助長するような内容が見つかったということです。「全国手をつなぐ育成会連合会」の久保厚子会長は「かつての機関誌は“指導誌”と呼ばれ、国の施策が色濃く出ていた。反省すべきは反省して、必要な支援を行いたい。特に家族がいない重度の障害がある人はみずからは手を挙げられないので、国はすべての人が救済される仕組みを作ってほしい」と訴えました。
自民 「自衛隊の明記」など憲法改正案の提示見送り,2018年12月10日,国会では、会期末の10日、憲法審査会が開かれましたが、自民党が目指した「自衛隊の明記」など４項目の憲法改正案の提示は見送られました。また、審査会の幹事懇談会で、国民投票の実施に伴うテレビ広告の規制をめぐって、民放連＝日本民間放送連盟は、ＣＭ量の自主規制は行わない考えを示しました。国会会期末の10日、衆議院憲法審査会は、与野党が出席して開かれ、成立に至らなかった国民投票法の改正案を継続審議にする手続きを行いました。この国会では、与野党の対立などから、実質的な審議は行われず、自民党が目指した「自衛隊の明記」など４項目の憲法改正案の提示は見送られました。また、審査会のあとに開かれた幹事懇談会では、国民投票の実施に伴うテレビ広告の規制をめぐって、民放連＝日本民間放送連盟から意見を聞き、民放連は、ＣＭ量の自主規制は行わない考えを示しました。これに対し、自民党の幹事は「われわれは、憲法に自衛隊を明記する考えなどを表明しているが、広告を出す場合、どのように扱われるのか」などと、党の改正案に言及しながら質問しました。与党側の筆頭幹事を務める自民党の新藤元総務大臣は、記者団に対し、「改正案の提示はしていない。改正案は、すでにさまざまな場所で明らかにしており、提示したとか、しないとかを論点にする必要はない」と述べました。
あおり運転 裁判 検察「執拗で危険な運転」懲役23年求刑,2018年12月10日,神奈川県の東名高速道路であおり運転で停車させられたワゴン車がトラックに追突され家族４人が死傷した事故の裁判で危険運転致死傷などの罪に問われている被告に対し、検察は「何度も危険な妨害運転を繰り返すなど執ようで悪質な犯行で、法令を順守するつもりが全くない」などと指摘し、懲役23年を求刑しました。一方、被告の弁護士は、危険運転致死傷の罪について改めて無罪を主張し、裁判は10日で結審しました。
臨時国会が閉会 外国人材法など政府提出13の法律すべて成立,2018年12月10日,10月に召集された臨時国会は、10日、成立に至らなかった国民投票法の改正案を継続審議にする手続きなどが行われ、閉会しました。会期末の10日、衆参両院の本会議では、憲法改正の是非を問う国民投票の利便性を高めるための国民投票法の改正案など、成立に至らなかった法案を継続審議にする手続きなどが行われ、国会は閉会しました。この国会では、最大の焦点となっていた外国人材の受け入れを拡大するための改正出入国管理法が与野党の激しい攻防の末、８日の明け方、成立しました。また、一連の災害からの復旧・復興に向けた今年度の補正予算や、水道事業の経営の安定化に向け、民間の参入を促す改正水道法、それに、およそ70年ぶりに漁業制度を見直す水産改革関連法など、政府提出の13の法律すべてが成立しました。一方、憲法改正をめぐって、自民党は、「自衛隊の明記」など４項目の憲法改正案を提示することを目指していましたが、与野党の対立などから、憲法審査会で実質的な審議は行われず、提示は見送られました。
野党６党派 与野党の協議の場設けるよう衆院議長に申し入れ,2018年12月10日,臨時国会での与党側の強引な運営で、国会は危機的な状況にあるとして野党６党派は、10日、大島衆議院議長に対し、国会の在り方を与野党で協議する場を設けるよう申し入れました。臨時国会の閉会にあたって、立憲民主党など野党６党派の国会対策委員長は、10日午後、大島衆議院議長と会談しました。この中で、野党側は、外国人材の受け入れを拡大するための法律の強行採決や与野党の合意がないまま、衆議院憲法審査会が開かれるなど、与党側の強引な運営が繰り返されたと指摘しました。そのうえで、国会は、危機的な状況にあるとして、その在り方を与野党で協議する場を設けるよう申し入れました。これに対し、大島議長は、「国会は言論の戦いの場だが、ルールは守らなければならず、建設的に協議できるよう努力したい」と述べたということです。このあと、立憲民主党の辻元国会対策委員長は「大島議長には重く受け止めてもらった。来年の通常国会に向けて、何らかの形で話し合いができる環境があれば応じていきたい」と述べました。
20歳女性の遺体遺棄容疑で逮捕の男 殺害ほのめかす,2018年12月10日,東京 練馬区に住む20歳の専門学校生の女性とみられる遺体を福島県まで車で運んで遺棄したとして、27歳の男が警視庁に逮捕されました。男は女性を殺害したことについてもほのめかしていて、警視庁が詳しい経緯を捜査しています。逮捕されたのは、住所不定の無職、熊澤義信容疑者（27）です。警視庁によりますと、今月３日から９日にかけて、東京練馬区平和台のマンションから女性の遺体を運び出し、乗用車に乗せて福島県いわき市まで運んで遺棄した疑いが持たれています。このマンションは学生寮として使われていて、警視庁は、女性はここに住む専門学校生の谷口夏希さん（20）とみて、確認を進めています。警視庁などによりますと、谷口さんは先月29日から学校を欠席していて、今月６日に学校から長野県にある実家に電話があったことから、翌日（７日）上京した父親が部屋に血痕があるのを見つけ、通報したということです。部屋からは掛け布団がなくなっていて、警視庁がマンションのエントランスの防犯カメラを解析したところ、今月３日の深夜に膨らんだ状態の布団を運び出す熊澤容疑者の姿が写っていたということです。その後、レンタカーが200キロ余り離れた福島県いわき市にある入浴施設近くの駐車場で見つかり、捜査員が職務質問したところ、後部座席から布団をかけられた状態の女性の遺体が見つかったということです。調べに対し、熊澤容疑者は容疑を認めているほか、谷口さんを殺害したことについてもほのめかしているということで、警視庁は、詳しい経緯を捜査しています。
“大嘗祭への公的費用支出は憲法違反”宗教関係者らが提訴,2018年12月10日,来年の皇位継承に伴う「大嘗祭」などの儀式に公的な費用を支出することは、政教分離を定めた憲法に違反するとして、宗教関係者などが国に対し、支出をやめるよう求める訴えを東京地方裁判所に起こしました。訴えを起こしたのは、宗教関係者や大学教員など、240人余りです。訴えによりますと、「大嘗祭」や「即位の礼」など、皇位継承に伴う一連の儀式は神道に基づく宗教的儀式で、公的な費用を支出することは政教分離を定めた憲法に違反するとして、国に対し、支出をやめるよう求めています。このうち、来年11月に行われる「大嘗祭」は、天皇が即位後初めて、新しく収穫された米などを天照大神とすべての神々に供えたうえで、みずからも食べ、国と国民の安寧や五穀豊じょうなどを祈る儀式で、政府は公的な予算にあたる「宮廷費」から支出することを決めています。大嘗祭の費用については、秋篠宮さまが先月、記者会見で、儀式の宗教色を踏まえ、天皇の生活費にあたる予算の「内廷費」から支出するべきだという考えを示し、政府の決定と異なる意見を述べられています。訴えを起こしたグループでは、どの予算で費用を出すかにかかわらず、儀式を行うこと自体が憲法に違反するとしていて、原告の１人の大学教授の佐野通夫さんは、会見で「平成の代替わりの際に大きな議論になったにもかかわらず、政府は何の議論もないまま、前例を踏襲しようとしている」と批判しました。
日本ハムに移籍の金子が入団会見,2018年12月10日,プロ野球、オリックスから日本ハムに移籍した金子弌大投手が札幌市で入団会見を行い、「期待以上の成績が残せるよう一日一日死ぬ気でやりたい」と活躍を誓いました。
